anio,county_code,loan_purpose,lien_status,occupancy_type,n_focal,k_focal,n_ref,k_ref,celda
2018,36081,4,1,1,80.0,54.0,330.0,174.0,36081|4|1|1
2018,42101,2,1,3,150.0,102.0,161.0,87.0,42101|2|1|3
2018,48439,32,2,1,49.0,20.0,372.0,113.0,48439|32|2|1
2019,06065,31,1,1,1711.0,328.0,17598.0,2669.0,06065|31|1|1
2019,12057,31,2,1,47.0,23.0,576.0,199.0,12057|31|2|1
2019,12009,4,2,1,74.0,57.0,1026.0,565.0,12009|4|2|1
2019,13121,4,2,1,543.0,405.0,1436.0,590.0,13121|4|2|1
2019,13067,32,1,1,1162.0,435.0,3237.0,612.0,13067|32|1|1
2019,13051,1,1,1,790.0,129.0,2717.0,209.0,13051|1|1|1
2019,13303,1,1,1,56.0,42.0,50.0,17.0,13303|1|1|1
2019,13245,31,1,1,292.0,93.0,249.0,62.0,13245|31|1|1
2019,39151,32,1,1,50.0,28.0,1502.0,358.0,39151|32|1|1
2019,39035,1,1,3,116.0,25.0,837.0,62.0,39035|1|1|3
2019,42017,1,1,1,242.0,33.0,6427.0,469.0,42017|1|1|1
2019,48029,1,1,1,2009.0,384.0,20639.0,2674.0,48029|1|1|1
2019,51019,1,1,1,43.0,8.0,1064.0,105.0,51019|1|1|1
2019,51650,1,1,1,727.0,82.0,974.0,55.0,51650|1|1|1
2019,12131,1,1,1,34.0,10.0,1690.0,337.0,12131|1|1|1
2019,12073,32,1,1,143.0,53.0,542.0,127.0,12073|32|1|1
2019,13147,1,1,1,27.0,12.0,243.0,47.0,13147|1|1|1
2019,25005,31,1,1,192.0,63.0,3826.0,628.0,25005|31|1|1
2019,36047,31,1,3,75.0,27.0,355.0,63.0,36047|31|1|3
2019,36055,4,1,1,143.0,103.0,884.0,277.0,36055|4|1|1
2019,39153,2,2,1,67.0,40.0,1236.0,423.0,39153|2|2|1
2019,39061,31,2,1,59.0,23.0,859.0,175.0,39061|31|2|1
2019,48113,32,1,3,131.0,44.0,390.0,89.0,48113|32|1|3
2019,51099,1,1,1,56.0,11.0,375.0,20.0,51099|1|1|1
2020,06095,1,1,1,574.0,70.0,2938.0,251.0,06095|1|1|1
2020,06077,32,1,1,347.0,93.0,4285.0,535.0,06077|32|1|1
2020,06065,32,1,3,56.0,20.0,1097.0,206.0,06065|32|1|3
2020,12109,32,1,1,69.0,23.0,2035.0,355.0,12109|32|1|1
2020,22085,1,1,1,55.0,43.0,219.0,77.0,22085|1|1|1
2020,22077,1,1,1,74.0,40.0,174.0,37.0,22077|1|1|1
2020,22047,1,1,1,198.0,97.0,228.0,36.0,22047|1|1|1
2020,37179,32,1,1,119.0,32.0,2117.0,274.0,37179|32|1|1
2020,37081,31,2,1,48.0,19.0,327.0,82.0,37081|31|2|1
2020,42017,32,1,1,53.0,17.0,4854.0,656.0,42017|32|1|1
2019,55101,32,1,1,27.0,11.0,1013.0,185.0,55101|32|1|1
2020,06037,32,2,1,103.0,39.0,1174.0,326.0,06037|32|2|1
2020,22071,2,1,1,86.0,69.0,80.0,27.0,22071|2|1|1
2020,26081,2,1,1,25.0,15.0,454.0,102.0,26081|2|1|1
2020,29189,1,2,1,116.0,33.0,203.0,27.0,29189|1|2|1
2020,37047,1,1,1,180.0,133.0,328.0,105.0,37047|1|1|1
2020,37051,2,2,1,53.0,36.0,116.0,56.0,37051|2|2|1
2020,37051,4,2,1,48.0,28.0,102.0,44.0,37051|4|2|1
2020,36059,4,2,1,174.0,118.0,1422.0,766.0,36059|4|2|1
2020,51059,31,2,1,37.0,14.0,518.0,141.0,51059|31|2|1
2021,06029,1,1,1,528.0,77.0,8478.0,737.0,06029|1|1|1
2021,06067,32,1,1,1793.0,354.0,13780.0,1531.0,06067|32|1|1
2021,08059,1,1,1,73.0,7.0,8538.0,367.0,08059|1|1|1
2021,12057,32,1,1,1764.0,593.0,10503.0,1883.0,12057|32|1|1
2021,12099,32,1,1,1212.0,402.0,10502.0,1964.0,12099|32|1|1
2021,13121,32,1,3,320.0,86.0,344.0,53.0,13121|32|1|3
2021,13151,31,1,1,2651.0,597.0,1522.0,237.0,13151|31|1|1
2021,13135,31,2,1,41.0,22.0,126.0,40.0,13135|31|2|1
2021,26025,1,1,1,133.0,32.0,1707.0,239.0,26025|1|1|1
2021,29510,2,2,1,76.0,54.0,321.0,116.0,29510|2|2|1
2020,48395,1,1,1,51.0,39.0,158.0,50.0,48395|1|1|1
2020,51107,4,2,1,43.0,25.0,490.0,200.0,51107|4|2|1
2020,53061,4,2,1,40.0,19.0,1320.0,555.0,53061|4|2|1
2020,53033,4,2,1,110.0,64.0,2936.0,1055.0,53033|4|2|1
2021,06037,32,2,1,126.0,26.0,1504.0,199.0,06037|32|2|1
2021,10003,1,1,3,79.0,14.0,264.0,24.0,10003|1|1|3
2021,10003,4,1,1,46.0,37.0,198.0,71.0,10003|4|1|1
2021,13245,1,1,1,1228.0,264.0,1109.0,123.0,13245|1|1|1
2021,13067,4,1,1,73.0,44.0,338.0,123.0,13067|4|1|1
2021,13299,1,1,1,91.0,46.0,309.0,87.0,13299|1|1|1
2021,25027,2,2,1,62.0,41.0,1518.0,546.0,25027|2|2|1
2021,26163,4,1,1,349.0,222.0,734.0,264.0,26163|4|1|1
2021,36047,32,1,1,1692.0,472.0,2854.0,497.0,36047|32|1|1
2021,36029,32,1,1,246.0,66.0,5115.0,575.0,36029|32|1|1
2021,46099,1,1,1,117.0,18.0,3121.0,158.0,46099|1|1|1
2021,47157,32,1,1,1863.0,608.0,3345.0,439.0,47157|32|1|1
2021,48085,1,1,1,1600.0,223.0,11718.0,797.0,48085|1|1|1
2021,51680,32,1,1,56.0,14.0,272.0,32.0,51680|32|1|1
2022,06061,1,1,1,142.0,18.0,3848.0,285.0,06061|1|1|1
2022,06037,1,2,1,140.0,39.0,976.0,290.0,06037|1|2|1
2022,12011,32,1,3,232.0,98.0,620.0,155.0,12011|32|1|3
2022,12057,2,1,1,132.0,85.0,825.0,382.0,12057|2|1|1
2022,13135,1,1,1,2883.0,481.0,4415.0,461.0,13135|1|1|1
2022,13151,1,1,1,2920.0,562.0,805.0,107.0,13151|1|1|1
2022,18097,32,2,1,71.0,31.0,256.0,43.0,18097|32|2|1
2022,26163,4,1,1,681.0,411.0,870.0,346.0,26163|4|1|1
2021,36001,32,1,1,70.0,19.0,1400.0,186.0,36001|32|1|1
2021,39049,4,1,1,120.0,70.0,717.0,268.0,39049|4|1|1
2021,48113,2,2,1,197.0,145.0,1045.0,542.0,48113|2|2|1
2021,48439,4,1,1,103.0,74.0,629.0,274.0,48439|4|1|1
2022,12033,1,1,1,615.0,208.0,3783.0,571.0,12033|1|1|1
2022,12105,2,2,1,226.0,158.0,1652.0,796.0,12105|2|2|1
2022,13095,32,1,1,138.0,64.0,67.0,22.0,13095|32|1|1
2022,28093,1,1,1,247.0,123.0,343.0,92.0,28093|1|1|1
2022,36079,1,1,1,50.0,6.0,851.0,83.0,36079|1|1|1
2022,39061,1,1,1,1442.0,227.0,7017.0,387.0,39061|1|1|1
2022,39061,31,1,1,504.0,197.0,2412.0,434.0,39061|31|1|1
2022,42029,1,1,1,220.0,44.0,4494.0,282.0,42029|1|1|1
2022,48231,1,1,1,335.0,58.0,2199.0,417.0,48231|1|1|1
2022,51800,32,1,1,342.0,120.0,333.0,87.0,51800|32|1|1
2023,01123,1,1,1,102.0,67.0,356.0,72.0,01123|1|1|1
2023,01097,32,1,1,311.0,178.0,543.0,180.0,01097|32|1|1
2023,01069,32,1,1,53.0,26.0,151.0,54.0,01069|32|1|1
2023,12083,1,1,1,748.0,187.0,5911.0,977.0,12083|1|1|1
2023,12105,32,1,1,346.0,165.0,1521.0,594.0,12105|32|1|1
2023,12051,1,1,1,71.0,28.0,547.0,160.0,12051|1|1|1
2023,13021,1,1,1,488.0,109.0,542.0,44.0,13021|1|1|1
2023,13177,1,1,1,96.0,30.0,244.0,22.0,13177|1|1|1
2023,21093,1,1,1,106.0,29.0,1108.0,247.0,21093|1|1|1
2022,36067,1,1,1,330.0,51.0,3641.0,279.0,36067|1|1|1
2022,39095,4,2,1,60.0,36.0,814.0,304.0,39095|4|2|1
2022,48029,32,1,1,630.0,262.0,5478.0,1669.0,48029|32|1|1
2022,48141,31,1,1,77.0,37.0,1532.0,564.0,48141|31|1|1
2022,48257,32,1,1,136.0,77.0,599.0,171.0,48257|32|1|1
2023,34035,1,1,1,201.0,39.0,1311.0,88.0,34035|1|1|1
2023,39035,4,1,1,288.0,184.0,894.0,380.0,39035|4|1|1
2023,42045,1,1,1,992.0,145.0,2585.0,113.0,42045|1|1|1
2023,42003,31,1,1,148.0,74.0,1963.0,509.0,42003|31|1|1
2023,42003,1,1,3,35.0,2.0,362.0,43.0,42003|1|1|3
2023,48157,1,1,1,2372.0,432.0,4540.0,490.0,48157|1|1|1
2023,48291,1,1,1,233.0,113.0,1983.0,993.0,48291|1|1|1
2023,48183,1,1,1,172.0,70.0,891.0,196.0,48183|1|1|1
2023,55079,1,1,3,110.0,27.0,480.0,52.0,55079|1|1|3
2024,12127,1,1,1,498.0,103.0,6061.0,760.0,12127|1|1|1
2024,12095,4,1,1,97.0,62.0,484.0,259.0,12095|4|1|1
2024,13223,32,1,1,278.0,116.0,460.0,115.0,13223|32|1|1
2024,06001,2,2,1,177.0,90.0,927.0,294.0,06001|2|2|1
2024,13207,1,1,1,62.0,21.0,257.0,27.0,13207|1|1|1
2024,13303,1,1,1,88.0,61.0,65.0,21.0,13303|1|1|1
2024,13069,1,1,1,78.0,37.0,165.0,46.0,13069|1|1|1
2024,13223,2,2,1,128.0,72.0,288.0,114.0,13223|2|2|1
2024,13247,2,2,1,201.0,106.0,49.0,30.0,13247|2|2|1
2024,17163,31,1,1,142.0,40.0,443.0,59.0,17163|31|1|1
2024,37097,31,1,1,53.0,25.0,392.0,71.0,37097|31|1|1
2024,37065,1,1,1,198.0,78.0,206.0,48.0,37065|1|1|1
2024,40143,1,1,1,392.0,78.0,4490.0,434.0,40143|1|1|1
2024,47037,1,1,3,66.0,20.0,564.0,73.0,47037|1|1|3
2025,06073,1,1,1,488.0,89.0,10955.0,1222.0,06073|1|1|1
2025,12019,1,1,1,500.0,102.0,2366.0,258.0,12019|1|1|1
2025,12086,1,2,1,59.0,25.0,805.0,336.0,12086|1|2|1
2025,13145,1,1,1,60.0,15.0,314.0,22.0,13145|1|1|1
2025,13183,1,1,1,175.0,19.0,289.0,32.0,13183|1|1|1
2025,13297,1,1,1,182.0,30.0,907.0,76.0,13297|1|1|1
2025,13115,1,1,1,73.0,31.0,896.0,169.0,13115|1|1|1
2025,13245,4,2,1,128.0,53.0,101.0,44.0,13245|4|2|1
2025,13069,1,1,1,95.0,65.0,169.0,48.0,13069|1|1|1
2024,32023,1,1,1,67.0,14.0,663.0,64.0,32023|1|1|1
2024,44007,32,1,1,145.0,61.0,922.0,272.0,44007|32|1|1
2024,47093,31,1,1,54.0,14.0,737.0,130.0,47093|31|1|1
2024,48473,1,1,1,384.0,96.0,1076.0,284.0,48473|1|1|1
2024,48201,31,1,1,806.0,306.0,2501.0,844.0,48201|31|1|1
2025,26163,31,1,1,724.0,271.0,2665.0,545.0,26163|31|1|1
2025,37119,31,2,1,326.0,158.0,1142.0,286.0,37119|31|2|1
2025,37001,2,2,1,87.0,52.0,347.0,121.0,37001|2|2|1
2025,26065,1,1,1,226.0,73.0,2268.0,277.0,26065|1|1|1
2025,39113,31,1,1,158.0,50.0,1117.0,184.0,39113|31|1|1
2025,45045,2,1,1,57.0,39.0,295.0,109.0,45045|2|1|1
2025,48183,1,1,1,133.0,46.0,963.0,165.0,48183|1|1|1
2025,48157,4,2,1,324.0,219.0,734.0,359.0,48157|4|2|1
2025,48439,32,2,1,148.0,57.0,705.0,218.0,48439|32|2|1
2025,51087,1,1,1,731.0,119.0,1979.0,98.0,51087|1|1|1
2018,13051,32,1,1,338.0,208.0,587.0,213.0,13051|32|1|1
2018,26163,4,2,1,196.0,127.0,1633.0,740.0,26163|4|2|1
2018,37067,4,1,1,47.0,34.0,308.0,93.0,37067|4|1|1
2018,37101,4,2,1,61.0,30.0,468.0,146.0,37101|4|2|1
2018,37183,4,1,1,96.0,61.0,606.0,170.0,37183|4|1|1
2018,37077,31,1,1,52.0,28.0,160.0,36.0,37077|31|1|1
2018,51760,4,1,1,46.0,30.0,82.0,31.0,51760|4|1|1
2018,37117,1,1,1,46.0,26.0,99.0,26.0,37117|1|1|1
2019,37067,31,2,1,39.0,15.0,281.0,65.0,37067|31|2|1
2019,37093,1,1,1,271.0,39.0,578.0,41.0,37093|1|1|1
2019,53053,4,2,1,112.0,77.0,2062.0,876.0,53053|4|2|1
2020,13223,1,1,1,1006.0,153.0,2633.0,195.0,13223|1|1|1
2020,17163,32,1,1,80.0,37.0,884.0,124.0,17163|32|1|1
2020,27037,1,1,1,467.0,66.0,6092.0,355.0,27037|1|1|1
2020,54003,1,1,1,232.0,50.0,2249.0,271.0,54003|1|1|1
2021,05045,1,1,1,158.0,29.0,1960.0,301.0,05045|1|1|1
2021,05019,1,1,1,47.0,18.0,227.0,72.0,05019|1|1|1
2021,05035,1,1,1,239.0,43.0,298.0,31.0,05035|1|1|1
2020,45083,31,1,1,499.0,154.0,4002.0,581.0,45083|31|1|1
2020,45067,1,1,1,152.0,105.0,150.0,54.0,45067|1|1|1
2022,05007,1,1,1,72.0,5.0,4038.0,302.0,05007|1|1|1
2022,16001,1,1,1,45.0,7.0,5731.0,342.0,16001|1|1|1
2021,53053,1,2,1,146.0,22.0,726.0,125.0,53053|1|2|1
2022,37093,1,1,1,388.0,95.0,683.0,45.0,37093|1|1|1
2022,37093,32,1,1,175.0,71.0,191.0,64.0,37093|32|1|1
2022,37019,32,1,1,77.0,33.0,735.0,158.0,37019|32|1|1
2022,47125,1,1,1,927.0,144.0,3747.0,342.0,47125|1|1|1
2023,17031,1,2,1,889.0,201.0,1489.0,254.0,17031|1|2|1
2022,37067,31,2,1,50.0,9.0,269.0,54.0,37067|31|2|1
2022,47069,1,1,1,109.0,47.0,146.0,30.0,47069|1|1|1
2023,17197,2,2,1,216.0,135.0,1137.0,453.0,17197|2|2|1
2023,24005,2,2,1,509.0,341.0,1021.0,422.0,24005|2|2|1
2023,37063,2,2,1,341.0,163.0,489.0,139.0,37063|2|2|1
2023,37065,1,1,1,227.0,95.0,184.0,35.0,37065|1|1|1
2023,47113,32,1,1,95.0,43.0,140.0,43.0,47113|32|1|1
2023,47113,1,1,1,207.0,54.0,635.0,88.0,47113|1|1|1
2023,47157,31,1,1,342.0,161.0,399.0,95.0,47157|31|1|1
2024,04013,2,1,1,60.0,42.0,1755.0,637.0,04013|2|1|1
2024,25027,1,2,1,74.0,20.0,445.0,80.0,25027|1|2|1
2024,34005,1,2,1,59.0,14.0,135.0,26.0,34005|1|2|1
2024,45045,2,1,1,43.0,23.0,221.0,102.0,45045|2|1|1
2024,45083,2,2,1,91.0,36.0,479.0,180.0,45083|2|2|1
2024,45013,1,1,1,412.0,299.0,2161.0,225.0,45013|1|1|1
2024,51710,32,1,1,195.0,81.0,186.0,68.0,51710|32|1|1
2024,51710,31,1,1,166.0,31.0,294.0,55.0,51710|31|1|1
2024,51031,1,1,1,48.0,20.0,468.0,61.0,51031|1|1|1
2025,01073,31,1,1,469.0,171.0,904.0,184.0,01073|31|1|1
2025,22071,31,1,1,183.0,84.0,243.0,34.0,22071|31|1|1
2025,28033,32,1,1,252.0,122.0,339.0,94.0,28033|32|1|1
2025,28067,1,1,1,121.0,62.0,455.0,117.0,28067|1|1|1
2024,45091,4,2,1,212.0,102.0,820.0,299.0,45091|4|2|1
2025,01073,4,1,1,223.0,120.0,352.0,106.0,01073|4|1|1
2025,17019,32,1,1,47.0,21.0,190.0,58.0,17019|32|1|1
2025,17031,31,1,1,1471.0,509.0,7547.0,1064.0,17031|31|1|1
2025,17167,1,1,1,217.0,102.0,1848.0,175.0,17167|1|1|1
2018,01073,2,2,1,240.0,193.0,738.0,282.0,01073|2|2|1
2018,01073,31,2,1,39.0,21.0,361.0,84.0,01073|31|2|1
2018,06071,2,2,1,204.0,145.0,2525.0,1351.0,06071|2|2|1
2018,06037,1,2,1,187.0,43.0,1853.0,428.0,06037|1|2|1
2018,06037,4,1,1,209.0,142.0,2520.0,1055.0,06037|4|1|1
2018,26163,32,1,1,839.0,399.0,4249.0,1021.0,26163|32|1|1
2018,12086,32,1,3,142.0,69.0,881.0,333.0,12086|32|1|3
2018,24510,31,1,3,122.0,61.0,132.0,41.0,24510|31|1|3
2018,29189,4,1,1,112.0,79.0,609.0,219.0,29189|4|1|1
2018,36067,31,1,1,48.0,20.0,1184.0,297.0,36067|31|1|1
2018,36119,31,1,1,137.0,55.0,1402.0,413.0,36119|31|1|1
2018,36071,2,2,1,60.0,46.0,568.0,318.0,36071|2|2|1
2018,36059,32,2,1,65.0,45.0,1091.0,368.0,36059|32|2|1
2018,39151,32,1,1,39.0,27.0,1364.0,417.0,39151|32|1|1
2018,39045,32,1,1,28.0,12.0,736.0,194.0,39045|32|1|1
2018,42103,1,1,1,43.0,6.0,687.0,94.0,42103|1|1|1
2018,48491,32,1,1,113.0,45.0,1840.0,432.0,48491|32|1|1
2018,48203,1,1,1,78.0,40.0,674.0,123.0,48203|1|1|1
2018,48491,31,1,1,90.0,32.0,1123.0,272.0,48491|31|1|1
2018,48201,1,2,1,165.0,43.0,984.0,228.0,48201|1|2|1
2018,48113,1,2,1,111.0,31.0,620.0,153.0,48113|1|2|1
2019,12071,4,2,1,78.0,61.0,1467.0,826.0,12071|4|2|1
2019,12105,2,2,1,97.0,75.0,935.0,520.0,12105|2|2|1
2019,12097,4,2,1,76.0,59.0,626.0,408.0,12097|4|2|1
2019,13035,1,1,1,49.0,12.0,288.0,34.0,13035|1|1|1
2019,21111,4,2,1,152.0,95.0,1271.0,461.0,21111|4|2|1
2019,34013,4,1,1,56.0,35.0,220.0,99.0,34013|4|1|1
2019,34021,32,1,1,89.0,50.0,708.0,167.0,34021|32|1|1
2019,34001,31,1,1,85.0,36.0,1063.0,268.0,34001|31|1|1
2019,34025,1,1,1,190.0,29.0,6303.0,555.0,34025|1|1|1
2019,48203,1,1,1,90.0,44.0,772.0,160.0,48203|1|1|1
2019,51770,1,1,1,128.0,18.0,892.0,69.0,51770|1|1|1
2019,51087,4,1,1,59.0,41.0,154.0,54.0,51087|4|1|1
2019,01069,1,1,1,220.0,79.0,1219.0,147.0,01069|1|1|1
2019,10003,4,2,1,127.0,95.0,610.0,310.0,10003|4|2|1
2019,12073,1,1,1,678.0,196.0,2358.0,180.0,12073|1|1|1
2019,12117,32,1,1,197.0,83.0,2103.0,479.0,12117|32|1|1
2019,12107,1,1,1,78.0,42.0,697.0,183.0,12107|1|1|1
2019,12011,31,1,3,74.0,28.0,308.0,111.0,12011|31|1|3
2019,12063,1,1,1,111.0,79.0,417.0,148.0,12063|1|1|1
2019,17197,1,2,1,45.0,10.0,216.0,42.0,17197|1|2|1
2019,26099,2,2,1,105.0,67.0,1910.0,696.0,26099|2|2|1
2019,29510,1,1,3,27.0,7.0,289.0,24.0,29510|1|1|3
2019,36005,32,1,3,47.0,19.0,120.0,26.0,36005|32|1|3
2019,39035,31,2,1,67.0,40.0,1286.0,335.0,39035|31|2|1
2019,42003,31,2,1,72.0,28.0,1973.0,343.0,42003|31|2|1
2019,48027,31,1,1,424.0,98.0,953.0,232.0,48027|31|1|1
2019,48027,32,1,1,83.0,51.0,434.0,128.0,48027|32|1|1
2019,51087,4,2,1,170.0,116.0,492.0,216.0,51087|4|2|1
2020,06077,1,1,1,602.0,108.0,4725.0,455.0,06077|1|1|1
2020,12095,1,1,1,2544.0,475.0,14353.0,1898.0,12095|1|1|1
2020,12086,2,1,1,112.0,87.0,1098.0,694.0,12086|2|1|1
2020,18097,31,1,1,2021.0,437.0,12915.0,1334.0,18097|31|1|1
2020,18057,32,1,1,71.0,20.0,3771.0,350.0,18057|32|1|1
2020,22007,1,1,1,96.0,62.0,150.0,40.0,22007|1|1|1
2020,22101,1,1,1,117.0,80.0,249.0,48.0,22101|1|1|1
2020,22071,31,1,1,906.0,252.0,2946.0,324.0,22071|31|1|1
2020,26049,1,1,1,472.0,126.0,4535.0,504.0,26049|1|1|1
2020,29169,1,1,1,53.0,4.0,720.0,76.0,29169|1|1|1
2020,37179,31,1,1,479.0,93.0,5739.0,629.0,37179|31|1|1
2020,37063,2,2,1,165.0,73.0,377.0,95.0,37063|2|2|1
2020,47065,32,1,1,168.0,41.0,2072.0,318.0,47065|32|1|1
2020,47147,1,1,1,83.0,9.0,1351.0,132.0,47147|1|1|1
2020,48453,31,1,1,985.0,220.0,18897.0,2056.0,48453|31|1|1
2019,53053,1,2,1,145.0,21.0,935.0,77.0,53053|1|2|1
2020,04013,31,1,1,4655.0,748.0,122367.0,11875.0,04013|31|1|1
2020,04021,31,1,1,650.0,134.0,11277.0,1435.0,04021|31|1|1
2020,12086,4,2,1,171.0,120.0,1723.0,1155.0,12086|4|2|1
2020,22051,4,2,1,28.0,26.0,233.0,109.0,22051|4|2|1
2020,24025,31,1,1,767.0,144.0,6419.0,535.0,24025|31|1|1
2020,24025,1,1,1,712.0,110.0,3389.0,190.0,24025|1|1|1
2020,37045,1,1,1,172.0,58.0,1030.0,211.0,37045|1|1|1
2020,37125,1,1,1,83.0,27.0,1957.0,130.0,37125|1|1|1
2020,37067,2,1,1,36.0,20.0,204.0,75.0,37067|2|1|1
2020,34039,4,2,1,64.0,43.0,386.0,193.0,34039|4|2|1
2020,36059,32,1,1,576.0,166.0,6247.0,979.0,36059|32|1|1
2020,48349,1,1,1,60.0,39.0,530.0,148.0,48349|1|1|1
2020,51059,31,1,1,2153.0,384.0,24430.0,1978.0,51059|31|1|1
2020,51710,31,1,1,703.0,149.0,2508.0,307.0,51710|31|1|1
2021,06095,31,1,1,1230.0,211.0,5871.0,668.0,06095|31|1|1
2021,06065,32,1,1,2310.0,554.0,25773.0,3518.0,06065|32|1|1
2021,12061,32,1,1,49.0,16.0,1461.0,258.0,12061|32|1|1
2021,20173,1,1,1,320.0,52.0,6471.0,572.0,20173|1|1|1
2021,29165,1,1,1,113.0,13.0,1595.0,87.0,29165|1|1|1
2021,37063,32,1,1,837.0,218.0,1526.0,141.0,37063|32|1|1
2021,37183,31,2,1,93.0,33.0,701.0,146.0,37183|31|2|1
2020,48029,1,2,1,54.0,9.0,768.0,89.0,48029|1|2|1
2020,51550,1,2,1,93.0,7.0,145.0,12.0,51550|1|2|1
2020,53035,1,1,1,91.0,5.0,3343.0,212.0,53035|1|1|1
2021,06013,2,2,1,127.0,69.0,1745.0,542.0,06013|2|2|1
2021,10005,32,1,1,102.0,31.0,2140.0,367.0,10005|32|1|1
2021,12031,1,2,1,239.0,51.0,296.0,48.0,12031|1|2|1
2021,12057,31,2,1,29.0,15.0,339.0,112.0,12057|31|2|1
2021,13169,1,1,1,105.0,29.0,276.0,34.0,13169|1|1|1
2021,37127,32,1,1,131.0,42.0,308.0,41.0,37127|32|1|1
2021,37081,2,1,1,76.0,49.0,233.0,78.0,37081|2|1|1
2021,34007,31,1,1,945.0,253.0,5657.0,825.0,34007|31|1|1
2021,34013,32,1,1,1099.0,369.0,2367.0,351.0,34013|32|1|1
2021,39049,31,2,1,68.0,45.0,462.0,149.0,39049|31|2|1
2021,51059,31,1,1,1815.0,308.0,17293.0,1460.0,51059|31|1|1
2021,51009,1,1,1,56.0,17.0,324.0,34.0,51009|1|1|1
2021,51730,1,1,1,198.0,34.0,84.0,10.0,51730|1|1|1
2022,06095,32,1,1,426.0,134.0,1273.0,230.0,06095|32|1|1
2022,06001,31,1,1,309.0,88.0,1739.0,265.0,06001|31|1|1
2022,06067,2,2,1,333.0,162.0,2598.0,834.0,06067|2|2|1
2022,12031,31,1,3,52.0,29.0,134.0,34.0,12031|31|1|3
2022,13051,4,1,1,40.0,22.0,139.0,60.0,13051|4|1|1
2022,26077,31,1,1,65.0,20.0,915.0,136.0,26077|31|1|1
2022,26163,4,2,1,470.0,264.0,2163.0,864.0,26163|4|2|1
2021,48039,31,1,1,951.0,212.0,3434.0,610.0,48039|31|1|1
2021,51059,2,2,1,169.0,76.0,1714.0,504.0,51059|2|2|1
2022,12099,2,2,1,524.0,338.0,4192.0,1946.0,12099|2|2|1
2022,12073,2,2,1,82.0,40.0,320.0,104.0,12073|2|2|1
2022,24005,31,1,1,632.0,213.0,1550.0,292.0,24005|31|1|1
2022,24033,31,2,1,184.0,87.0,49.0,18.0,24033|31|2|1
2022,28121,32,1,1,109.0,50.0,449.0,135.0,28121|32|1|1
2022,28043,1,1,1,74.0,32.0,147.0,36.0,28043|1|1|1
2022,36061,1,1,1,219.0,33.0,4678.0,436.0,36061|1|1|1
2022,39049,4,2,1,479.0,263.0,2583.0,886.0,39049|4|2|1
2022,42045,32,1,1,559.0,238.0,1618.0,350.0,42045|32|1|1
2022,42003,4,1,1,116.0,69.0,1262.0,443.0,42003|4|1|1
2022,48039,31,1,1,203.0,63.0,656.0,167.0,48039|31|1|1
2022,48373,1,1,1,71.0,42.0,608.0,238.0,48373|1|1|1
2022,51153,32,1,1,685.0,224.0,1264.0,249.0,51153|32|1|1
2022,51059,32,1,1,301.0,90.0,1851.0,326.0,51059|32|1|1
2022,51810,1,1,1,681.0,79.0,4140.0,199.0,51810|1|1|1
2022,51059,31,1,1,240.0,62.0,1585.0,266.0,51059|31|1|1
2023,01103,1,1,1,125.0,40.0,1209.0,227.0,01103|1|1|1
2023,01033,1,1,1,69.0,24.0,591.0,112.0,01033|1|1|1
2023,01017,1,1,1,137.0,76.0,234.0,74.0,01017|1|1|1
2023,01081,32,1,1,101.0,50.0,213.0,53.0,01081|32|1|1
2023,01073,2,2,1,489.0,314.0,927.0,254.0,01073|2|2|1
2023,08123,1,1,1,64.0,16.0,4710.0,686.0,08123|1|1|1
2023,08031,32,1,1,156.0,79.0,669.0,223.0,08031|32|1|1
2023,13245,31,1,1,74.0,30.0,69.0,27.0,13245|31|1|1
2023,13113,31,1,1,43.0,18.0,61.0,12.0,13113|31|1|1
2023,21111,1,1,1,1209.0,208.0,5848.0,536.0,21111|1|1|1
2022,28049,4,2,1,158.0,91.0,128.0,37.0,28049|4|2|1
2022,36093,1,1,1,157.0,30.0,1128.0,79.0,36093|1|1|1
2022,39061,31,2,1,54.0,23.0,509.0,119.0,39061|31|2|1
2022,42091,4,2,1,216.0,110.0,2175.0,705.0,42091|4|2|1
2022,42045,2,2,1,335.0,206.0,1602.0,411.0,42045|2|2|1
2022,51710,31,1,1,118.0,44.0,289.0,66.0,51710|31|1|1
2022,51740,1,2,1,84.0,13.0,55.0,3.0,51740|1|2|1
2023,01113,31,1,1,29.0,10.0,30.0,8.0,01113|31|1|1
2023,12079,1,1,1,66.0,55.0,114.0,43.0,12079|1|1|1
2023,26121,32,1,1,66.0,27.0,417.0,113.0,26121|32|1|1
2023,29189,1,1,3,133.0,11.0,514.0,51.0,29189|1|1|3
2023,34007,1,1,1,820.0,142.0,2789.0,196.0,34007|1|1|1
2023,34001,32,1,1,66.0,34.0,399.0,118.0,34001|32|1|1
2023,39165,1,1,1,82.0,14.0,2226.0,157.0,39165|1|1|1
2023,39153,4,2,1,124.0,89.0,1281.0,536.0,39153|4|2|1
2023,42045,32,1,1,317.0,157.0,628.0,185.0,42045|32|1|1
2023,42103,1,1,1,62.0,8.0,577.0,55.0,42103|1|1|1
2023,42091,31,2,1,60.0,18.0,884.0,238.0,42091|31|2|1
2023,48473,1,1,1,391.0,105.0,988.0,205.0,48473|1|1|1
2023,48361,1,1,1,57.0,21.0,967.0,307.0,48361|1|1|1
2023,48113,32,1,3,108.0,42.0,273.0,93.0,48113|32|1|3
