anio,county_code,loan_purpose,lien_status,occupancy_type,n_focal,k_focal,n_ref,k_ref,celda
2019,48423,1,1,1,325.0,132.0,2638.0,394.0,48423|1|1|1
2019,48339,31,1,1,159.0,40.0,2357.0,459.0,48339|31|1|1
2019,51153,32,1,1,609.0,225.0,1611.0,376.0,51153|32|1|1
2019,13127,1,1,1,116.0,24.0,970.0,114.0,13127|1|1|1
2019,17031,4,2,1,734.0,584.0,4506.0,2526.0,17031|4|2|1
2019,26125,4,2,1,201.0,126.0,2047.0,804.0,26125|4|2|1
2019,29189,4,1,1,116.0,87.0,605.0,241.0,29189|4|1|1
2019,34039,2,1,1,39.0,31.0,229.0,110.0,34039|2|1|1
2019,36103,1,2,1,44.0,9.0,407.0,89.0,36103|1|2|1
2019,36005,2,2,1,291.0,236.0,244.0,185.0,36005|2|2|1
2019,36093,1,1,1,127.0,24.0,1255.0,99.0,36093|1|1|1
2019,48157,1,2,1,125.0,30.0,220.0,43.0,48157|1|2|1
2019,55079,31,2,1,95.0,39.0,694.0,147.0,55079|31|2|1
2020,06115,1,1,1,83.0,15.0,959.0,93.0,06115|1|1|1
2020,12105,1,1,3,61.0,16.0,535.0,88.0,12105|1|1|3
2020,12031,31,1,1,2620.0,684.0,10196.0,1703.0,12031|31|1|1
2020,37119,31,2,1,141.0,63.0,726.0,182.0,37119|31|2|1
2020,37067,4,1,1,30.0,12.0,215.0,80.0,37067|4|1|1
2020,42029,1,1,1,202.0,35.0,5639.0,395.0,42029|1|1|1
2020,42091,4,2,1,62.0,37.0,1213.0,449.0,42091|4|2|1
2019,53033,31,1,1,577.0,125.0,13027.0,1315.0,53033|31|1|1
2019,55079,31,1,1,412.0,138.0,4358.0,636.0,55079|31|1|1
2020,12011,31,2,1,83.0,53.0,559.0,242.0,12011|31|2|1
2020,22071,4,1,1,71.0,54.0,132.0,58.0,22071|4|1|1
2020,24033,32,1,1,3454.0,1057.0,1112.0,226.0,24033|32|1|1
2020,24037,1,1,1,266.0,36.0,1605.0,60.0,24037|1|1|1
2020,26163,2,2,1,221.0,160.0,1265.0,454.0,26163|2|2|1
2020,26163,31,2,1,53.0,33.0,388.0,128.0,26163|31|2|1
2020,37147,32,1,1,63.0,23.0,317.0,43.0,37147|32|1|1
2020,37139,1,1,1,103.0,33.0,484.0,44.0,37139|1|1|1
2020,34033,1,1,1,74.0,16.0,653.0,63.0,34033|1|1|1
2020,34005,4,1,1,30.0,17.0,195.0,82.0,34005|4|1|1
2020,51137,1,1,1,72.0,12.0,619.0,59.0,51137|1|1|1
2021,13089,1,1,1,3618.0,607.0,5008.0,241.0,13089|1|1|1
2021,13223,1,1,1,1010.0,126.0,2358.0,163.0,13223|1|1|1
2021,13051,31,1,1,865.0,225.0,2607.0,390.0,13051|31|1|1
2021,13089,4,2,1,276.0,195.0,537.0,165.0,13089|4|2|1
2021,19113,1,2,1,61.0,3.0,759.0,12.0,19113|1|2|1
2021,26163,31,1,1,2746.0,770.0,15810.0,1912.0,26163|31|1|1
2021,37119,1,2,1,111.0,27.0,314.0,69.0,37119|1|2|1
2021,37069,1,1,1,525.0,129.0,1302.0,114.0,37069|1|1|1
2020,48037,1,1,1,218.0,111.0,1048.0,274.0,48037|1|1|1
2020,51700,1,2,1,102.0,10.0,96.0,2.0,51700|1|2|1
2020,55079,31,1,3,68.0,24.0,502.0,87.0,55079|31|1|3
2021,06067,2,2,1,163.0,94.0,1449.0,537.0,06067|2|2|1
2021,37025,2,2,1,99.0,47.0,440.0,145.0,37025|2|2|1
2021,34035,1,1,1,415.0,53.0,2562.0,153.0,34035|1|1|1
2021,36005,31,1,1,822.0,222.0,1240.0,214.0,36005|31|1|1
2021,39093,1,1,1,247.0,25.0,4346.0,273.0,39093|1|1|1
2021,47065,31,1,1,466.0,118.0,4671.0,535.0,47065|31|1|1
2021,48199,1,1,1,58.0,36.0,1058.0,342.0,48199|1|1|1
2021,51650,1,1,1,1067.0,112.0,1180.0,59.0,51650|1|1|1
2021,55079,1,1,3,134.0,37.0,728.0,60.0,55079|1|1|3
2022,06047,1,1,1,63.0,8.0,1413.0,152.0,06047|1|1|1
2022,06071,4,2,1,254.0,146.0,1999.0,1091.0,06071|4|2|1
2022,12021,32,1,1,108.0,44.0,1834.0,489.0,12021|32|1|1
2022,12071,4,1,1,30.0,18.0,964.0,412.0,12071|4|1|1
2021,39049,2,2,1,511.0,264.0,2322.0,733.0,39049|2|2|1
2021,48157,31,1,1,3067.0,812.0,7623.0,1162.0,48157|31|1|1
2022,12111,1,1,3,93.0,26.0,304.0,56.0,12111|1|1|3
2022,13135,1,2,1,79.0,33.0,65.0,35.0,13135|1|2|1
2022,13097,2,2,1,216.0,145.0,116.0,55.0,13097|2|2|1
2022,24005,1,1,3,78.0,19.0,280.0,18.0,24005|1|1|3
2022,28161,1,1,1,70.0,48.0,76.0,27.0,28161|1|1|1
2022,36047,32,1,1,1070.0,379.0,1287.0,287.0,36047|32|1|1
2022,39095,32,1,1,153.0,71.0,1195.0,281.0,39095|32|1|1
2022,51041,32,1,1,777.0,261.0,1617.0,304.0,51041|32|1|1
2022,51710,1,1,1,621.0,74.0,2122.0,117.0,51710|1|1|1
2023,01069,1,1,1,249.0,83.0,979.0,198.0,01069|1|1|1
2023,12095,32,1,3,73.0,33.0,196.0,60.0,12095|32|1|3
2023,12105,2,1,1,68.0,46.0,429.0,250.0,12105|2|1|1
2023,13135,4,1,1,101.0,74.0,218.0,112.0,13135|4|1|1
2022,28109,1,1,1,91.0,39.0,761.0,188.0,28109|1|1|1
2022,36027,1,1,1,305.0,43.0,2042.0,226.0,36027|1|1|1
2022,36047,31,1,1,596.0,196.0,1298.0,261.0,36047|31|1|1
2022,48113,32,2,1,210.0,30.0,383.0,54.0,48113|32|2|1
2023,12001,31,1,1,25.0,12.0,81.0,23.0,12001|31|1|1
2023,48485,1,1,1,73.0,15.0,949.0,95.0,48485|1|1|1
2023,48037,1,1,1,194.0,108.0,806.0,252.0,48037|1|1|1
2024,06001,31,1,1,115.0,36.0,678.0,96.0,06001|31|1|1
2024,12001,31,1,1,42.0,22.0,184.0,52.0,12001|31|1|1
2024,12009,31,1,1,141.0,51.0,1037.0,288.0,12009|31|1|1
2024,17163,4,1,1,42.0,32.0,132.0,59.0,17163|4|1|1
2024,06037,1,2,1,90.0,30.0,661.0,184.0,06037|1|2|1
2024,13047,1,1,1,37.0,7.0,769.0,128.0,13047|1|1|1
2018,01045,1,1,1,45.0,14.0,398.0,101.0,01045|1|1|1
2018,06065,32,1,1,1317.0,576.0,12205.0,3301.0,06065|32|1|1
2018,26065,32,1,1,55.0,20.0,760.0,190.0,26065|32|1|1
2018,12083,1,1,2,37.0,11.0,455.0,47.0,12083|1|1|2
2018,12011,2,1,1,231.0,179.0,1395.0,903.0,12011|2|1|1
2018,12127,2,2,1,59.0,48.0,1113.0,605.0,12127|2|2|1
2018,21111,4,1,1,75.0,50.0,539.0,189.0,21111|4|1|1
2018,24037,1,1,1,231.0,38.0,1289.0,83.0,24037|1|1|1
2018,24017,1,1,1,1742.0,221.0,853.0,71.0,24017|1|1|1
2018,29189,4,2,1,150.0,112.0,1453.0,555.0,29189|4|2|1
2018,36059,31,2,1,104.0,57.0,1033.0,370.0,36059|31|2|1
2018,36005,32,1,3,44.0,14.0,147.0,49.0,36005|32|1|3
2018,39035,1,1,1,2205.0,424.0,10170.0,769.0,39035|1|1|1
2018,39061,4,1,1,123.0,90.0,565.0,239.0,39061|4|1|1
2018,39093,1,1,1,161.0,26.0,3934.0,320.0,39093|1|1|1
2018,42101,31,1,1,1382.0,692.0,2104.0,680.0,42101|31|1|1
2018,42101,2,2,3,53.0,42.0,88.0,59.0,42101|2|2|3
2018,48113,1,1,3,119.0,20.0,832.0,85.0,48113|1|1|3
2018,48157,2,2,1,202.0,161.0,600.0,330.0,48157|2|2|1
2018,48439,32,1,1,865.0,329.0,5873.0,1369.0,48439|32|1|1
2019,06029,1,1,1,315.0,44.0,7685.0,599.0,06029|1|1|1
2019,12086,4,2,1,289.0,227.0,2894.0,2061.0,12086|4|2|1
2019,13247,1,1,1,980.0,208.0,286.0,39.0,13247|1|1|1
2019,17019,32,1,1,30.0,12.0,455.0,73.0,17019|32|1|1
2019,34005,31,1,1,339.0,115.0,2330.0,427.0,34005|31|1|1
2019,42003,32,1,1,226.0,108.0,3174.0,728.0,42003|32|1|1
2019,48157,1,1,1,2522.0,422.0,6868.0,583.0,48157|1|1|1
2019,48453,1,1,1,851.0,173.0,14018.0,1341.0,48453|1|1|1
2019,48339,32,1,1,64.0,31.0,1591.0,379.0,48339|32|1|1
2019,51710,1,2,1,40.0,6.0,77.0,7.0,51710|1|2|1
2019,11001,32,1,3,274.0,81.0,162.0,34.0,11001|32|1|3
2019,12057,32,1,1,841.0,401.0,5084.0,1374.0,12057|32|1|1
2019,12001,32,1,1,118.0,67.0,717.0,215.0,12001|32|1|1
2019,12129,1,1,1,47.0,14.0,515.0,77.0,12129|1|1|1
2019,13113,31,1,1,292.0,64.0,549.0,92.0,13113|31|1|1
2019,13135,1,1,3,60.0,7.0,211.0,22.0,13135|1|1|3
2019,13015,32,1,1,43.0,20.0,541.0,143.0,13015|32|1|1
2019,13277,1,1,1,75.0,43.0,283.0,65.0,13277|1|1|1
2019,17163,4,1,1,47.0,42.0,134.0,49.0,17163|4|1|1
2019,26125,2,2,1,307.0,180.0,3054.0,976.0,26125|2|2|1
2019,48029,32,1,1,307.0,132.0,3980.0,1289.0,48029|32|1|1
2019,48029,2,2,1,102.0,73.0,1142.0,666.0,48029|2|2|1
2020,06037,1,1,1,2878.0,543.0,34020.0,3910.0,06037|1|1|1
2020,12021,32,1,1,37.0,15.0,2009.0,429.0,12021|32|1|1
2020,12009,32,1,1,223.0,79.0,4052.0,836.0,12009|32|1|1
2020,26099,2,2,1,48.0,32.0,1144.0,368.0,26099|2|2|1
2020,42101,31,1,1,2579.0,855.0,10035.0,1395.0,42101|31|1|1
2020,47189,32,1,1,61.0,16.0,1530.0,251.0,47189|32|1|1
2020,12071,4,2,1,39.0,25.0,996.0,548.0,12071|4|2|1
2020,12103,2,2,1,113.0,71.0,2131.0,906.0,12103|2|2|1
2020,12011,1,2,1,103.0,33.0,630.0,145.0,12011|1|2|1
2020,18097,31,2,1,53.0,22.0,346.0,99.0,18097|31|2|1
2020,24003,32,1,1,317.0,78.0,3525.0,495.0,24003|32|1|1
2020,24510,1,2,1,111.0,22.0,102.0,13.0,24510|1|2|1
2020,24027,4,2,1,68.0,40.0,243.0,83.0,24027|4|2|1
2020,37183,2,1,1,66.0,31.0,442.0,124.0,37183|2|1|1
2020,34023,32,1,1,222.0,58.0,2168.0,360.0,34023|32|1|1
2020,34015,2,2,1,28.0,18.0,485.0,211.0,34015|2|2|1
2020,36029,2,2,1,100.0,67.0,1614.0,546.0,36029|2|2|1
2020,48141,31,1,1,393.0,99.0,6058.0,1547.0,48141|31|1|1
2020,51087,31,1,1,1244.0,230.0,5153.0,424.0,51087|31|1|1
2021,12031,31,1,1,2927.0,857.0,10050.0,1910.0,12031|31|1|1
2021,12131,1,1,1,62.0,27.0,2083.0,384.0,12131|1|1|1
2021,12117,31,1,1,519.0,116.0,6167.0,885.0,12117|31|1|1
2021,12009,2,1,1,37.0,22.0,641.0,265.0,12009|2|1|1
2021,13051,1,1,1,1029.0,185.0,3384.0,255.0,13051|1|1|1
2021,13121,1,2,1,183.0,44.0,275.0,59.0,13121|1|2|1
2021,26163,1,1,1,4416.0,1037.0,12792.0,1484.0,26163|1|1|1
2021,37067,1,2,1,49.0,5.0,186.0,24.0,37067|1|2|1
2021,37179,4,2,1,65.0,30.0,632.0,205.0,37179|4|2|1
2020,48071,1,1,1,76.0,31.0,1047.0,187.0,48071|1|1|1
2020,51059,2,2,1,149.0,78.0,1645.0,559.0,51059|2|2|1
2020,53033,1,2,1,97.0,25.0,1053.0,197.0,53033|1|2|1
2020,55079,4,2,1,80.0,45.0,897.0,255.0,55079|4|2|1
2021,04021,32,1,1,456.0,104.0,8018.0,1086.0,04021|32|1|1
2021,06067,1,2,1,177.0,34.0,540.0,60.0,06067|1|2|1
2021,12095,4,2,1,206.0,141.0,1225.0,635.0,12095|4|2|1
2021,13179,1,1,1,518.0,102.0,778.0,74.0,13179|1|1|1
2021,13245,4,1,1,34.0,25.0,51.0,23.0,13245|4|1|1
2021,17163,2,2,1,33.0,26.0,174.0,80.0,17163|2|2|1
2021,25013,4,2,1,31.0,20.0,339.0,176.0,25013|4|2|1
2021,34023,1,1,1,912.0,132.0,4535.0,429.0,34023|1|1|1
2021,36029,4,2,1,38.0,22.0,934.0,345.0,36029|4|2|1
2021,39093,32,1,1,59.0,20.0,2537.0,369.0,39093|32|1|1
2021,42029,1,1,1,281.0,43.0,5852.0,289.0,42029|1|1|1
2021,47167,1,1,1,146.0,38.0,859.0,87.0,47167|1|1|1
2021,47187,32,1,1,125.0,24.0,3659.0,344.0,47187|32|1|1
2021,47047,1,1,1,237.0,55.0,677.0,39.0,47047|1|1|1
2021,48481,1,1,1,29.0,16.0,338.0,71.0,48481|1|1|1
2021,51510,1,1,1,248.0,17.0,1727.0,38.0,51510|1|1|1
2021,51630,1,1,1,93.0,21.0,307.0,19.0,51630|1|1|1
2022,06115,1,1,1,105.0,16.0,773.0,63.0,06115|1|1|1
2022,12057,31,1,1,527.0,175.0,2758.0,667.0,12057|31|1|1
2022,12031,32,1,1,1818.0,732.0,3989.0,1081.0,12031|32|1|1
2022,12071,31,1,1,156.0,68.0,2087.0,548.0,12071|31|1|1
2022,13057,32,1,1,201.0,42.0,1882.0,357.0,13057|32|1|1
2022,26075,1,1,1,108.0,31.0,1897.0,318.0,26075|1|1|1
2021,47053,1,1,1,74.0,19.0,639.0,96.0,47053|1|1|1
2021,48113,31,1,3,159.0,52.0,734.0,109.0,48113|31|1|3
2021,51810,2,2,1,111.0,63.0,680.0,224.0,51810|2|2|1
2021,55079,32,2,1,57.0,30.0,306.0,63.0,55079|32|2|1
2022,06001,32,1,3,113.0,30.0,239.0,45.0,06001|32|1|3
2022,12011,31,2,1,118.0,67.0,627.0,258.0,12011|31|2|1
2022,13067,4,2,1,485.0,260.0,1105.0,405.0,13067|4|2|1
2022,18163,1,1,1,138.0,25.0,2186.0,202.0,18163|1|1|1
2022,24031,1,2,1,47.0,19.0,124.0,38.0,24031|1|2|1
2022,36071,1,1,1,594.0,113.0,2550.0,298.0,36071|1|1|1
2022,39049,1,2,1,97.0,17.0,247.0,33.0,39049|1|2|1
2022,42045,31,1,1,277.0,114.0,1151.0,239.0,42045|31|1|1
2022,42133,32,1,1,108.0,56.0,1683.0,461.0,42133|32|1|1
2022,48201,2,1,1,353.0,243.0,1326.0,723.0,48201|2|1|1
2023,01101,4,2,1,136.0,79.0,119.0,51.0,01101|4|2|1
2023,08005,4,2,1,227.0,121.0,1772.0,682.0,08005|4|2|1
2023,12071,1,1,3,68.0,14.0,979.0,150.0,12071|1|1|3
2023,12111,4,1,1,64.0,42.0,315.0,167.0,12111|4|1|1
2023,13067,1,1,1,1869.0,325.0,4427.0,322.0,13067|1|1|1
2023,13117,32,1,1,42.0,18.0,408.0,101.0,13117|32|1|1
2023,13103,1,1,1,222.0,54.0,883.0,102.0,13103|1|1|1
2022,42043,2,2,1,120.0,63.0,970.0,265.0,42043|2|2|1
2022,51740,31,1,1,102.0,30.0,93.0,21.0,51740|31|1|1
2023,13215,31,1,1,68.0,32.0,65.0,19.0,13215|31|1|1
2023,27109,1,1,1,87.0,13.0,1345.0,82.0,27109|1|1|1
2023,29510,4,1,1,48.0,39.0,57.0,26.0,29510|4|1|1
2023,34017,1,1,1,206.0,33.0,1663.0,201.0,34017|1|1|1
2023,39057,1,1,1,79.0,8.0,1463.0,84.0,39057|1|1|1
2023,39049,4,2,1,530.0,320.0,2481.0,998.0,39049|4|2|1
2023,48041,1,1,1,208.0,112.0,1765.0,357.0,48041|1|1|1
2023,51009,1,1,1,43.0,19.0,237.0,33.0,51009|1|1|1
2023,55025,1,1,1,117.0,9.0,4058.0,146.0,55025|1|1|1
2024,06047,1,1,1,31.0,7.0,1150.0,161.0,06047|1|1|1
2024,06067,32,1,1,331.0,161.0,1264.0,356.0,06067|32|1|1
2024,06095,32,1,1,143.0,75.0,312.0,88.0,06095|32|1|1
2024,12091,32,1,1,62.0,28.0,417.0,129.0,12091|32|1|1
2024,12097,1,1,3,68.0,17.0,1081.0,184.0,12097|1|1|3
2024,17089,32,1,1,61.0,29.0,834.0,233.0,17089|32|1|1
2023,51550,1,2,1,32.0,5.0,51.0,4.0,51550|1|2|1
2024,06067,4,2,1,337.0,191.0,1802.0,743.0,06067|4|2|1
2024,12051,1,1,1,87.0,32.0,590.0,213.0,12051|1|1|1
2024,13223,31,1,1,153.0,39.0,257.0,54.0,13223|31|1|1
2024,13087,1,1,1,86.0,51.0,146.0,35.0,13087|1|1|1
2018,01097,4,2,1,59.0,38.0,435.0,202.0,01097|4|2|1
2018,06065,4,2,1,227.0,154.0,3075.0,1906.0,06065|4|2|1
2018,06071,31,1,1,521.0,207.0,4820.0,1442.0,06071|31|1|1
2018,08005,1,2,1,92.0,11.0,525.0,58.0,08005|1|2|1
2018,08005,4,2,1,286.0,177.0,2485.0,992.0,08005|4|2|1
2018,12009,1,1,1,683.0,157.0,8923.0,1134.0,12009|1|1|1
2018,24510,32,1,1,798.0,516.0,439.0,157.0,24510|32|1|1
2018,24005,32,1,3,39.0,24.0,100.0,27.0,24005|32|1|3
2018,36103,4,2,1,123.0,91.0,2660.0,1405.0,36103|4|2|1
2018,42043,4,2,1,37.0,25.0,516.0,167.0,42043|4|2|1
2018,48039,2,2,1,56.0,43.0,236.0,129.0,48039|2|2|1
2018,49057,1,1,1,47.0,4.0,4790.0,431.0,49057|1|1|1
2019,04013,1,1,3,87.0,18.0,3101.0,257.0,04013|1|1|3
2018,06099,1,1,1,184.0,29.0,4545.0,448.0,06099|1|1|1
2018,42055,1,1,1,34.0,5.0,1726.0,206.0,42055|1|1|1
2019,06037,32,1,3,775.0,200.0,4130.0,889.0,06037|32|1|3
2019,12011,4,1,1,241.0,183.0,1360.0,859.0,12011|4|1|1
2019,13121,31,1,1,1740.0,486.0,3683.0,454.0,13121|31|1|1
2019,13135,1,2,1,97.0,28.0,149.0,35.0,13135|1|2|1
2019,17197,1,1,1,1029.0,157.0,8034.0,596.0,17197|1|1|1
2019,26081,1,1,1,504.0,130.0,8597.0,819.0,26081|1|1|1
2019,34021,2,2,1,88.0,67.0,464.0,216.0,34021|2|2|1
2019,42045,2,1,1,116.0,86.0,401.0,156.0,42045|2|1|1
2019,42045,1,1,3,44.0,10.0,188.0,16.0,42045|1|1|3
2019,48085,31,1,1,495.0,126.0,4786.0,685.0,48085|31|1|1
2019,48201,31,1,1,1916.0,716.0,9279.0,2216.0,48201|31|1|1
2019,51013,1,1,1,57.0,4.0,1557.0,54.0,51013|1|1|1
2019,51041,31,1,1,671.0,131.0,2097.0,271.0,51041|31|1|1
2019,51003,1,1,1,59.0,6.0,1180.0,57.0,51003|1|1|1
2019,12095,32,1,1,884.0,370.0,4066.0,1047.0,12095|32|1|1
2019,12105,1,1,1,1442.0,297.0,10578.0,1609.0,12105|1|1|1
2019,12011,32,1,1,1764.0,783.0,5793.0,1774.0,12011|32|1|1
2019,47065,1,1,1,352.0,51.0,4886.0,389.0,47065|1|1|1
2019,25027,1,1,1,546.0,70.0,8132.0,632.0,25027|1|1|1
2019,25005,4,2,1,34.0,22.0,1033.0,461.0,25005|4|2|1
2019,25003,1,1,1,26.0,2.0,1285.0,134.0,25003|1|1|1
2019,39035,2,1,3,53.0,36.0,127.0,73.0,39035|2|1|3
2019,39095,2,1,1,55.0,36.0,329.0,145.0,39095|2|1|1
2019,48141,32,1,1,41.0,18.0,1432.0,549.0,48141|32|1|1
2019,55079,4,2,1,129.0,97.0,1057.0,393.0,55079|4|2|1
2020,12011,32,1,1,1549.0,552.0,7681.0,1703.0,12011|32|1|1
2020,12083,31,1,1,328.0,103.0,3750.0,800.0,12083|31|1|1
2020,22099,1,1,1,242.0,165.0,429.0,114.0,22099|1|1|1
2020,22093,1,1,1,155.0,99.0,102.0,13.0,22093|1|1|1
2020,22071,32,1,3,83.0,31.0,112.0,29.0,22071|32|1|3
2020,26065,32,1,1,53.0,20.0,1250.0,185.0,26065|32|1|1
2020,37071,1,1,1,628.0,112.0,3075.0,285.0,37071|1|1|1
2020,37119,4,1,1,93.0,68.0,481.0,175.0,37119|4|1|1
2020,40145,1,1,1,67.0,8.0,1339.0,128.0,40145|1|1|1
2020,42101,1,1,1,3202.0,522.0,7395.0,444.0,42101|1|1|1
2020,48113,1,1,1,3534.0,679.0,16979.0,1658.0,48113|1|1|1
2020,04021,1,2,1,53.0,6.0,556.0,66.0,04021|1|2|1
2020,06019,32,1,1,138.0,36.0,3842.0,681.0,06019|32|1|1
2020,08035,1,1,1,125.0,14.0,7838.0,441.0,08035|1|1|1
2020,08005,4,2,1,120.0,67.0,1424.0,546.0,08005|4|2|1
2020,12099,2,1,1,93.0,69.0,1214.0,617.0,12099|2|1|1
2020,12086,1,2,1,45.0,16.0,975.0,242.0,12086|1|2|1
2020,24037,32,1,1,44.0,17.0,583.0,85.0,24037|32|1|1
2020,36005,4,2,1,79.0,62.0,98.0,72.0,36005|4|2|1
2020,40109,2,2,1,49.0,36.0,432.0,188.0,40109|2|2|1
2020,48039,31,1,1,1009.0,223.0,3910.0,615.0,48039|31|1|1
2020,51003,1,1,1,57.0,10.0,1225.0,87.0,51003|1|1|1
2020,51083,1,1,1,55.0,16.0,206.0,31.0,51083|1|1|1
2020,51800,32,1,1,152.0,54.0,354.0,73.0,51800|32|1|1
2021,12111,1,1,1,2120.0,431.0,6244.0,728.0,12111|1|1|1
2021,13097,2,2,1,126.0,98.0,105.0,66.0,13097|2|2|1
2021,26139,1,1,1,65.0,23.0,4283.0,632.0,26139|1|1|1
2021,29189,1,1,3,135.0,25.0,787.0,37.0,29189|1|1|3
2021,37035,1,1,1,174.0,40.0,2094.0,231.0,37035|1|1|1
2021,06065,4,2,1,141.0,85.0,1609.0,784.0,06065|4|2|1
2021,06067,4,2,1,95.0,60.0,890.0,369.0,06067|4|2|1
2021,12099,31,2,1,32.0,22.0,353.0,126.0,12099|31|2|1
2021,12069,2,2,1,43.0,37.0,531.0,294.0,12069|2|2|1
2021,13275,1,1,1,167.0,90.0,489.0,92.0,13275|1|1|1
2021,13089,1,2,1,138.0,25.0,117.0,29.0,13089|1|2|1
2021,37065,1,1,1,248.0,121.0,240.0,63.0,37065|1|1|1
2021,34023,2,2,1,104.0,52.0,609.0,309.0,34023|2|2|1
2021,36087,2,2,1,33.0,24.0,307.0,146.0,36087|2|2|1
2021,47157,31,1,1,2898.0,786.0,5687.0,642.0,47157|31|1|1
2021,47037,2,2,1,222.0,141.0,1082.0,457.0,47037|2|2|1
2021,47037,2,1,1,122.0,70.0,486.0,170.0,47037|2|1|1
2021,48029,1,1,1,2476.0,483.0,23367.0,2910.0,48029|1|1|1
2021,51710,31,1,1,713.0,166.0,2115.0,284.0,51710|31|1|1
2021,51650,31,1,1,959.0,192.0,964.0,146.0,51650|31|1|1
2022,06095,1,2,1,59.0,9.0,127.0,10.0,06095|1|2|1
2022,12009,1,1,2,46.0,9.0,522.0,56.0,12009|1|1|2
2022,13215,32,1,1,418.0,204.0,306.0,98.0,13215|32|1|1
2022,13255,1,1,1,396.0,82.0,524.0,69.0,13255|1|1|1
2021,36081,4,1,1,72.0,39.0,175.0,71.0,36081|4|1|1
2021,39061,31,2,1,49.0,31.0,381.0,107.0,39061|31|2|1
2021,48039,2,2,1,44.0,33.0,128.0,61.0,48039|2|2|1
2021,51760,2,2,1,97.0,73.0,245.0,75.0,51760|2|2|1
2022,04013,2,1,1,109.0,55.0,2751.0,961.0,04013|2|1|1
2022,12086,2,2,1,438.0,299.0,4958.0,2976.0,12086|2|2|1
2022,13051,2,2,1,93.0,55.0,420.0,179.0,13051|2|2|1
2022,13169,1,1,1,99.0,34.0,299.0,59.0,13169|1|1|1
2022,24510,4,2,1,316.0,213.0,267.0,142.0,24510|4|2|1
2022,36103,4,2,1,250.0,157.0,3007.0,1266.0,36103|4|2|1
2022,39049,1,1,1,2206.0,351.0,10087.0,622.0,39049|1|1|1
2022,39061,32,1,1,872.0,329.0,2797.0,597.0,39061|32|1|1
2022,48157,4,1,1,99.0,78.0,184.0,77.0,48157|4|1|1
2022,51550,32,1,1,604.0,242.0,997.0,240.0,51550|32|1|1
2022,51760,4,1,1,37.0,21.0,101.0,21.0,51760|4|1|1
2022,51810,1,2,1,58.0,4.0,142.0,24.0,51810|1|2|1
2023,12057,1,1,1,2004.0,397.0,11499.0,1504.0,12057|1|1|1
2023,12099,1,1,3,139.0,48.0,1036.0,197.0,12099|1|1|3
2023,13121,4,1,1,208.0,128.0,226.0,89.0,13121|4|1|1
2023,13067,2,2,1,627.0,333.0,1378.0,474.0,13067|2|2|1
2023,13147,1,1,1,25.0,9.0,271.0,47.0,13147|1|1|1
2023,13089,1,1,3,125.0,33.0,158.0,21.0,13089|1|1|3
2023,13245,32,1,1,354.0,159.0,150.0,50.0,13245|32|1|1
2023,13183,1,1,1,161.0,26.0,293.0,44.0,13183|1|1|1
2023,13245,4,1,1,49.0,35.0,54.0,21.0,13245|4|1|1
2022,51730,1,1,1,235.0,43.0,113.0,12.0,51730|1|1|1
2023,13073,32,1,1,130.0,48.0,301.0,83.0,13073|32|1|1
2023,26099,4,1,1,69.0,44.0,596.0,244.0,26099|4|1|1
2023,29099,1,1,1,46.0,12.0,2776.0,350.0,29099|1|1|1
2023,34015,4,2,1,116.0,72.0,886.0,386.0,34015|4|2|1
2023,39095,32,1,1,96.0,38.0,593.0,168.0,39095|32|1|1
2023,39061,1,1,3,97.0,22.0,424.0,42.0,39061|1|1|3
2023,42101,32,1,1,1204.0,626.0,885.0,314.0,42101|32|1|1
2023,48085,1,1,1,1579.0,240.0,7741.0,704.0,48085|1|1|1
2023,48029,1,2,1,43.0,9.0,554.0,94.0,48029|1|2|1
2023,51760,31,1,1,53.0,23.0,80.0,18.0,51760|31|1|1
2023,51083,1,1,1,51.0,28.0,181.0,38.0,51083|1|1|1
2023,55079,4,2,1,498.0,297.0,1975.0,680.0,55079|4|2|1
2024,06059,31,1,1,33.0,9.0,2200.0,369.0,06059|31|1|1
2024,12117,4,2,1,109.0,65.0,1149.0,575.0,12117|4|2|1
2024,13073,32,1,1,159.0,63.0,284.0,97.0,13073|32|1|1
2024,13121,1,1,1,3974.0,667.0,4649.0,357.0,13121|1|1|1
2024,17163,1,1,1,577.0,139.0,2024.0,183.0,17163|1|1|1
2023,48113,2,2,1,487.0,363.0,1579.0,866.0,48113|2|2|1
2024,13089,1,1,3,120.0,41.0,180.0,22.0,13089|1|1|3
2024,21093,32,1,1,54.0,22.0,327.0,96.0,21093|32|1|1
2024,26077,1,1,1,267.0,113.0,2231.0,277.0,26077|1|1|1
2024,37179,31,1,1,58.0,14.0,430.0,90.0,37179|31|1|1
2024,37025,1,1,1,438.0,89.0,1546.0,161.0,37025|1|1|1
2024,37025,2,2,1,188.0,99.0,459.0,133.0,37025|2|2|1
2024,37119,2,2,1,936.0,474.0,2137.0,640.0,37119|2|2|1
2024,47113,31,1,1,55.0,11.0,180.0,30.0,47113|31|1|1
2025,08001,1,1,1,323.0,51.0,5309.0,702.0,08001|1|1|1
2025,08041,32,1,1,151.0,61.0,1529.0,486.0,08041|32|1|1
2025,12099,1,1,1,1610.0,333.0,9977.0,1283.0,12099|1|1|1
2025,12086,32,1,1,757.0,356.0,3333.0,1247.0,12086|32|1|1
2025,12086,31,1,3,43.0,21.0,508.0,195.0,12086|31|1|3
