modelo,calibrador,auc,brier,ece,ratio,produccion
scorecard_woe,intercept,0.6693809192577486,0.08434970594989487,0.012201515485274773,0.9174424928823846,True
scorecard_woe,platt,0.6693809192577486,0.0842321793269107,0.009199059313042556,0.926294779176533,False
scorecard_woe,isotonic,0.6685740168292835,0.0842287473466683,0.007813335181021177,0.9322418198703952,False
lightgbm,intercept,0.7004661352641914,0.08284203500131557,0.0107440984805956,0.9652640560364378,True
lightgbm,platt,0.7004661352641914,0.08267284911042848,0.006365361996619521,0.9814061752885339,False
lightgbm,isotonic,0.6998676009448834,0.08271207314054506,0.00697662400285693,0.9864736733302196,False
neural_mlp,intercept,0.7053936720640248,0.08276893836856893,0.010074340642043144,1.0185862625718105,True
neural_mlp,platt,0.7053936720640248,0.082737528402129,0.008484656505012102,1.0265196032963204,False
neural_mlp,isotonic,0.7050631035923747,0.08272423342539581,0.006768405235840902,1.0299567643358736,False
